campaign_id,campaign_type,target_audience,duration,platform,impressions,clicks,leads,conversions,revenue,ad_spend,roi,language,engagement_score,customer_segment,date,ctr,cpc,cpa,roas
NY-CMP-16028,SEO,College Students,24,"Google, WhatsApp",49398,2780,771,262,111874,1018.7,-0.58,Hindi,7.72,Working Women,05-06-2025,0.05627758208834366,0.3664388489208633,3.8881679389312978,109.82035928143712
NY-CMP-16029,Paid Ads,Tier 2 City Customers,23,"Google, WhatsApp, Email",57815,1999,619,258,53148,731.14,-0.72,English,4.97,Tier 2 City Customers,15-05-2025,0.03457580212747557,0.3657528764382191,2.833875968992248,72.69196050004103
NY-CMP-16030,Influencer,Tier 2 City Customers,11,"Facebook, Instagram",40833,5176,2270,1472,468096,62.07,4.12,Hindi,21.84,College Students,10-10-2024,0.12676021845076285,0.011991885625965997,0.04216711956521739,7541.420976317061
NY-CMP-16031,Influencer,Working Women,25,"Google, YouTube",71471,4425,1419,878,205452,82.03,1.85,Bengali,9.41,Tier 2 City Customers,27-03-2025,0.06191322354521414,0.018537853107344633,0.09342824601366742,2504.5958795562597
NY-CMP-16032,SEO,College Students,18,"Email, Facebook",32639,2119,1194,391,208403,322.67,0.65,Hindi,11.35,Tier 2 City Customers,17-08-2024,0.0649223321792947,0.15227465785747996,0.8252429667519182,645.8703939008894
NY-CMP-16033,Social Media,College Students,8,"Instagram, Email",20828,2270,603,295,228625,858.68,-0.1,Tamil,15.21,Tier 2 City Customers,13-03-2025,0.10898790090263108,0.37827312775330396,2.910779661016949,266.2516886383752
NY-CMP-16034,Influencer,Tier 2 City Customers,20,"WhatsApp, YouTube",39642,4071,1173,715,163020,363.8,-0.37,English,15.03,Tier 2 City Customers,09-01-2025,0.10269411230513092,0.08936379267993122,0.5088111888111888,448.10335349092907
NY-CMP-16035,SEO,Tier 2 City Customers,12,"Instagram, Google",11273,1350,709,490,207760,146.34,1.9,Tamil,22.61,Tier 2 City Customers,02-03-2025,0.11975516721369645,0.1084,0.2986530612244898,1419.7075304086375
NY-CMP-16036,Email,Tier 2 City Customers,16,Google,12335,1369,757,237,101910,448.35,-0.04,English,19.16,College Students,24-09-2024,0.11098500202675314,0.3275018261504748,1.8917721518987343,227.30010036801605
NY-CMP-16037,SEO,College Students,8,"YouTube, Instagram, Facebook",97388,2967,1657,502,164656,398.26,-0.18,Hindi,5.26,College Students,07-08-2024,0.03046576580276831,0.1342298618132794,0.7933466135458167,413.4384572892081
NY-CMP-16038,Social Media,Youth,11,"Facebook, YouTube, WhatsApp",36716,4197,2290,977,245227,249.59,0.01,English,20.33,College Students,03-03-2025,0.11430983767294912,0.05946866809625923,0.25546571136131013,982.5193317039946
NY-CMP-16039,SEO,College Students,17,WhatsApp,91632,4802,2126,1576,364056,34.49,5.7,Bengali,9.28,Premium Shoppers,19-03-2025,0.05240527326698097,0.007182423990004166,0.021884517766497462,10555.407364453464
NY-CMP-16040,Influencer,Tier 2 City Customers,16,"Facebook, Instagram, YouTube",78373,11284,4735,3428,1570024,58.54,6.82,Hindi,24.81,Working Women,06-08-2024,0.1439781557424113,0.005187876639489543,0.01707701283547258,26819.67885206696
NY-CMP-16041,Social Media,Working Women,14,"Google, WhatsApp, Facebook",37234,5354,2457,903,670026,105.11,6.06,Bengali,23.4,Youth,21-10-2024,0.1437933071923511,0.01963205080313784,0.11640088593576965,6374.521929407288
NY-CMP-16042,Social Media,Youth,20,"Email, YouTube, Instagram",13127,884,270,101,55146,965.16,-0.43,Hindi,9.56,Working Women,03-08-2024,0.06734211929610726,1.0918099547511313,9.556039603960397,57.136640557006096
NY-CMP-16043,SEO,Premium Shoppers,7,YouTube,77669,11207,4340,2251,1755780,122.13,5.39,English,22.92,Working Women,14-07-2024,0.14429180239220282,0.010897653252431515,0.05425588627276766,14376.320314419063
NY-CMP-16044,Influencer,Tier 2 City Customers,12,"YouTube, Email",32497,2906,1407,583,360877,349.45,0.77,Hindi,15.07,Tier 2 City Customers,10-11-2024,0.08942363910514817,0.12025120440467997,0.5993996569468267,1032.6999570754042
NY-CMP-16045,Paid Ads,Youth,27,"Instagram, YouTube",23265,1254,560,213,113103,925.93,-0.43,Tamil,8.71,College Students,14-10-2024,0.05390070921985816,0.7383811802232855,4.347089201877934,122.15070253690884
NY-CMP-16046,Email,College Students,26,Google,79794,2441,619,482,99774,511.1,-0.59,Hindi,4.44,Youth,21-03-2025,0.030591272526756398,0.20938140106513725,1.0603734439834025,195.21424378790843
NY-CMP-16047,SEO,College Students,8,Facebook,33359,1364,432,319,94743,298.96,-0.01,English,6.34,Tier 2 City Customers,13-03-2025,0.040888515842801045,0.21917888563049853,0.9371786833855799,316.9086165373294
NY-CMP-16048,Influencer,College Students,23,"Google, Instagram",62027,5230,1695,619,144227,373.03,-0.38,Hindi,12.16,Tier 2 City Customers,17-11-2024,0.08431811952859239,0.07132504780114722,0.6026332794830371,386.63646355521007
NY-CMP-16049,Paid Ads,Youth,9,"YouTube, Google",30600,2133,995,712,163760,286.85,-0.2,English,12.55,Premium Shoppers,11-12-2024,0.06970588235294117,0.13448195030473512,0.4028792134831461,570.8907094300156
NY-CMP-16050,Paid Ads,College Students,25,Email,41391,1667,710,515,169435,114.16,1.88,Tamil,6.99,Youth,06-10-2024,0.04027445579956995,0.06848230353929213,0.22166990291262134,1484.188857743518
NY-CMP-16051,Influencer,Youth,11,"Instagram, YouTube, Facebook",44626,5575,3285,1230,349320,139.77,1.03,English,22.61,Premium Shoppers,17-09-2024,0.12492717250033612,0.025070852017937222,0.11363414634146342,2499.2487658295768
NY-CMP-16052,Email,Premium Shoppers,26,"WhatsApp, Instagram, YouTube",35183,3376,1924,859,626211,61.88,10.78,Bengali,17.51,Youth,21-07-2024,0.09595543302162976,0.018329383886255924,0.0720372526193248,10119.76405946994
NY-CMP-16053,Email,College Students,25,"WhatsApp, Facebook",27417,887,389,234,87048,628.44,-0.41,English,5.51,College Students,20-11-2024,0.032352190246927086,0.708500563697858,2.6856410256410257,138.51441665075424
NY-CMP-16054,Social Media,Tier 2 City Customers,26,"Google, YouTube",31262,797,205,151,117780,1871.86,-0.58,Hindi,3.69,Working Women,01-04-2025,0.025494210223274263,2.3486323713927226,12.396423841059603,62.92137232485336
NY-CMP-16055,SEO,Youth,14,YouTube,51669,4650,1515,483,129444,417.4,-0.36,English,12.87,Working Women,06-09-2024,0.08999593566742146,0.08976344086021505,0.8641821946169772,310.1197891710589
NY-CMP-16056,Influencer,Youth,22,"Email, Instagram",83708,8313,4229,2789,2169842,67.45,10.54,Tamil,18.31,Working Women,27-02-2025,0.09930950446791227,0.008113797666305787,0.02418429544639656,32169.636767976277
NY-CMP-16057,Influencer,Tier 2 City Customers,5,YouTube,35402,3203,866,393,82137,356.33,-0.41,Hindi,12.6,Tier 2 City Customers,01-06-2025,0.09047511440031637,0.1112488292226038,0.9066921119592875,230.50823674683582
NY-CMP-16058,SEO,Tier 2 City Customers,5,"Instagram, YouTube, WhatsApp",26872,2594,907,575,419750,127.23,4.74,Bengali,15.17,Tier 2 City Customers,16-02-2025,0.09653170586484072,0.04904780262143408,0.2212695652173913,3299.1432838167098
NY-CMP-16059,Paid Ads,Youth,30,"Instagram, YouTube",64335,4552,2378,1637,410887,141.51,0.77,Bengali,13.32,College Students,07-08-2024,0.0707546436620813,0.031087434094903336,0.08644471594379963,2903.589852307258
NY-CMP-16060,Social Media,Tier 2 City Customers,28,"Google, YouTube",21313,2007,1202,582,136188,313.1,-0.25,Tamil,17.79,Tier 2 City Customers,20-11-2024,0.09416787875944259,0.15600398604882912,0.5379725085910654,434.9664643883743
NY-CMP-16061,Social Media,Youth,13,"Google, Facebook",72524,8176,4114,3008,1873984,83.91,6.42,English,21.09,Tier 2 City Customers,11-06-2025,0.1127350945893773,0.010262964774951077,0.02789561170212766,22333.261828149207
NY-CMP-16062,Paid Ads,Tier 2 City Customers,27,Email,92860,3341,1728,1271,971044,169.15,3.52,English,6.83,Tier 2 City Customers,14-02-2025,0.03597889295713978,0.05062855432505238,0.13308418568056649,5740.727165237954
NY-CMP-16063,Social Media,College Students,7,"YouTube, WhatsApp",71607,3215,738,439,268229,367.17,0.66,Tamil,6.13,College Students,18-02-2025,0.04489784518273353,0.11420528771384138,0.836378132118451,730.530816787864
NY-CMP-16064,Influencer,Tier 2 City Customers,25,"YouTube, Facebook",46934,2582,1281,871,242138,191.65,0.45,Bengali,10.09,Premium Shoppers,09-04-2025,0.05501342310478544,0.07422540666150271,0.22003444316877152,1263.4385598747717
NY-CMP-16065,Influencer,Youth,7,"Email, Instagram, YouTube",80844,9806,5169,3295,965435,62.29,3.7,Bengali,22.6,Youth,22-08-2024,0.12129533422393746,0.006352233326534775,0.018904400606980273,15499.036763525446
NY-CMP-16066,Email,Youth,6,"YouTube, Facebook, Instagram",92948,9975,5069,2108,1222640,122.23,3.75,English,18.45,Youth,17-09-2024,0.10731807031888799,0.012253634085213032,0.057983870967741935,10002.781641168289
NY-CMP-16067,Social Media,Youth,7,Facebook,46472,1036,321,212,70596,315.35,0.06,English,3.38,Tier 2 City Customers,25-01-2025,0.022292993630573247,0.3043918918918919,1.4875,223.86554621848737
NY-CMP-16068,Paid Ads,Working Women,25,Instagram,64118,3445,1898,577,337545,447.03,0.31,Tamil,9.23,Working Women,06-01-2025,0.05372906204186032,0.1297619738751814,0.7747487001733102,755.0835514395008
NY-CMP-16069,Paid Ads,Premium Shoppers,14,"Google, YouTube",81553,2107,694,380,180120,453.18,0.05,Tamil,3.9,Youth,12-05-2025,0.025835959437421063,0.2150830564784053,1.192578947368421,397.45796372302397
NY-CMP-16070,SEO,College Students,5,"WhatsApp, Google",99302,13734,4652,1409,563600,106.72,2.75,Tamil,19.93,Tier 2 City Customers,26-01-2025,0.1383053714930213,0.007770496577836027,0.0757416607523066,5281.109445277361
NY-CMP-16071,Paid Ads,Youth,20,"YouTube, Google, Email",98040,9196,3022,2366,1765036,78.86,8.46,Tamil,14.88,College Students,22-09-2024,0.0937984496124031,0.00857546759460635,0.03333051563820794,22381.891960436216
NY-CMP-16072,Influencer,College Students,9,"Instagram, Google, Email",64251,9305,4666,3286,1156672,50.06,6.03,English,26.86,Working Women,01-06-2025,0.1448226486747288,0.00537990327780763,0.015234327449786976,23105.713144226927
NY-CMP-16073,Paid Ads,Tier 2 City Customers,5,"Instagram, Google, WhatsApp",81989,10686,4442,1714,613612,68.65,4.21,Tamil,20.54,Tier 2 City Customers,02-07-2024,0.13033455707472955,0.006424293468089089,0.040052508751458576,8938.266569555717
NY-CMP-16074,Paid Ads,College Students,12,"Email, YouTube, Facebook",13548,1476,479,334,150968,509.8,-0.11,Bengali,16.9,College Students,29-12-2024,0.10894596988485385,0.3453929539295393,1.5263473053892216,296.13181639858766
NY-CMP-16075,Paid Ads,Working Women,15,"Instagram, Facebook",34669,4027,1345,1065,446235,118.96,2.52,English,18.57,Tier 2 City Customers,01-05-2025,0.11615564337015778,0.029540600943630493,0.11169953051643192,3751.134835238736
NY-CMP-16076,Paid Ads,Working Women,8,"Google, WhatsApp",76661,3404,1050,528,413952,466.55,0.68,English,6.5,Youth,24-12-2024,0.044403281981711694,0.1370593419506463,0.8836174242424243,887.2618154538634
NY-CMP-16077,Paid Ads,Premium Shoppers,5,"Email, Google, Instagram",54648,1452,542,222,159840,872.5,-0.17,Tamil,4.06,Tier 2 City Customers,13-05-2025,0.026570048309178744,0.6008953168044077,3.93018018018018,183.19770773638967
NY-CMP-16078,SEO,Youth,19,YouTube,72879,7781,3935,2326,1584006,102.46,5.65,English,19.27,Tier 2 City Customers,13-03-2025,0.10676600941286242,0.013167973268217451,0.044049871023215816,15459.750146398595
NY-CMP-16079,Paid Ads,College Students,20,"Google, Facebook",28754,1572,465,348,222720,283.16,1.26,English,8.29,College Students,04-09-2024,0.05467065451763233,0.18012722646310433,0.8136781609195403,786.5517728492724
NY-CMP-16080,SEO,Working Women,24,"WhatsApp, YouTube, Email",62398,6494,2142,1204,381668,146.83,1.16,Hindi,15.77,Working Women,28-03-2025,0.10407384852078592,0.022610101632275947,0.12195182724252493,2599.3870462439554
NY-CMP-16081,SEO,Premium Shoppers,8,Facebook,52795,1663,354,174,109446,883.12,-0.29,English,4.15,Youth,29-12-2024,0.03149919499952647,0.531040288634997,5.075402298850575,123.93106259624966
NY-CMP-16082,SEO,Youth,28,Facebook,66093,4512,1031,753,364452,131.21,2.69,Bengali,9.53,Premium Shoppers,01-09-2024,0.0682674413326676,0.0290802304964539,0.1742496679946879,2777.6236567334804
NY-CMP-16083,Influencer,Tier 2 City Customers,7,YouTube,55845,1351,367,198,122760,720.13,-0.14,Hindi,3.43,College Students,08-01-2025,0.02419195988897842,0.5330347890451518,3.637020202020202,170.469220835127
NY-CMP-16084,Email,Premium Shoppers,17,"Instagram, YouTube, Email",42678,4952,2276,949,408070,69.6,5.18,English,19.16,Premium Shoppers,06-08-2024,0.11603167908524298,0.014054927302100161,0.07334035827186512,5863.074712643679
NY-CMP-16085,Social Media,College Students,23,"Instagram, Email, YouTube",45739,4791,2113,1024,318464,145.82,1.13,English,17.33,Youth,29-12-2024,0.10474649642537004,0.030436234606553952,0.14240234375,2183.9528185434096
NY-CMP-16086,Email,Tier 2 City Customers,5,"Instagram, Facebook, YouTube",52380,2553,1278,501,354708,205.62,2.44,Bengali,8.27,Tier 2 City Customers,25-05-2025,0.048739977090492555,0.08054054054054054,0.4104191616766467,1725.065655091917
NY-CMP-16087,Paid Ads,Tier 2 City Customers,25,Instagram,46187,2329,494,212,164300,288.92,1.68,Bengali,6.57,Youth,02-03-2025,0.05042544438911382,0.12405324173465007,1.3628301886792453,568.6695278969956
NY-CMP-16088,SEO,Premium Shoppers,12,"Instagram, WhatsApp, YouTube",61738,9122,4912,1635,501945,78.06,2.93,Hindi,25.38,Premium Shoppers,28-02-2025,0.147753409569471,0.008557333918000438,0.04774311926605505,6430.245964642582
NY-CMP-16089,Influencer,Premium Shoppers,22,Google,80089,9900,2307,1397,752983,116.38,3.63,Bengali,16.99,Tier 2 City Customers,17-04-2025,0.12361248111475982,0.011755555555555556,0.08330708661417323,6470.037807183365
NY-CMP-16090,SEO,Working Women,11,YouTube,54714,7234,4289,3371,856234,66.01,2.85,English,27.22,Tier 2 City Customers,01-09-2024,0.13221478963336622,0.009124965440973182,0.019581726490655593,12971.277079230418
NY-CMP-16091,Paid Ads,College Students,28,Google,70441,4526,1905,1065,286485,179.0,0.5,English,10.64,College Students,03-02-2025,0.06425235303303474,0.03954927087936368,0.168075117370892,1600.4748603351954
NY-CMP-16092,Social Media,Tier 2 City Customers,29,"Email, YouTube, Instagram",27205,2601,765,546,241878,240.61,0.84,English,14.38,Youth,01-09-2024,0.0956074251056791,0.09250672818146867,0.4406776556776557,1005.2699389052824
NY-CMP-16093,Influencer,Tier 2 City Customers,23,Instagram,56492,5697,1822,666,401598,139.4,3.33,Hindi,14.49,Tier 2 City Customers,31-10-2024,0.10084613750619557,0.02446901878181499,0.20930930930930933,2880.90387374462
NY-CMP-16094,Social Media,Youth,5,"WhatsApp, Facebook, Email",68389,5117,1408,899,693129,145.19,4.31,English,10.86,Tier 2 City Customers,07-12-2024,0.07482197429411162,0.02837404729333594,0.16150166852057843,4773.944486534885
NY-CMP-16095,Paid Ads,Tier 2 City Customers,21,Facebook,79357,4509,2089,1152,627840,230.86,1.36,English,9.77,College Students,20-11-2024,0.056819184192950845,0.05119982257706809,0.20039930555555557,2719.570302347743
NY-CMP-16096,Email,Tier 2 City Customers,14,"Instagram, YouTube, Google",54353,3172,692,434,205282,651.41,-0.27,Tamil,7.91,Youth,10-12-2024,0.058359244199952164,0.2053625472887768,1.5009447004608294,315.13486130087045
NY-CMP-16097,SEO,Youth,25,"Email, Facebook",79455,10420,3810,2371,761091,37.76,7.5,Hindi,20.89,Working Women,15-03-2025,0.13114341451135864,0.003623800383877159,0.01592576971741881,20156.011652542373
NY-CMP-16098,SEO,Premium Shoppers,10,"Instagram, YouTube, WhatsApp",58534,7815,4151,2917,2158580,89.91,7.23,English,25.43,Youth,19-09-2024,0.13351214678648307,0.011504798464491362,0.03082276311278711,24008.2304526749
NY-CMP-16099,Influencer,Premium Shoppers,23,Instagram,95795,4511,1627,867,667590,312.39,1.46,Hindi,7.31,Working Women,17-07-2024,0.04709014040398768,0.0692507204610951,0.36031141868512107,2137.0402381638337
NY-CMP-16100,Social Media,College Students,10,"Instagram, Email",62686,8004,4284,2045,940700,50.08,8.19,Hindi,22.86,College Students,13-10-2024,0.12768401237915963,0.006256871564217891,0.024488997555012226,18783.94568690096
NY-CMP-16101,Influencer,Youth,10,"YouTube, Google, Instagram",28114,1825,845,560,366240,510.96,0.28,Bengali,11.49,Tier 2 City Customers,02-11-2024,0.06491427758412179,0.27997808219178083,0.9124285714285714,716.7684358853923
NY-CMP-16102,Email,Youth,5,"Google, YouTube, Email",50763,3470,1672,524,380948,128.18,4.67,English,11.16,Premium Shoppers,21-12-2024,0.06835687410121545,0.03693948126801153,0.24461832061068703,2971.9769074738647
NY-CMP-16103,Influencer,College Students,18,"WhatsApp, Instagram, Google",63840,7598,4340,1311,905901,207.42,2.33,Tamil,20.75,Tier 2 City Customers,09-10-2024,0.11901629072681705,0.02729928928665438,0.15821510297482835,4367.471796355221
NY-CMP-16104,Influencer,Premium Shoppers,7,WhatsApp,17700,696,255,105,68670,1569.98,-0.58,Tamil,5.97,Youth,15-04-2025,0.03932203389830508,2.255718390804598,14.952190476190477,43.73941069312985
NY-CMP-16105,Social Media,Working Women,23,"WhatsApp, YouTube, Instagram",29988,1969,844,527,421073,481.44,0.66,Hindi,11.14,Premium Shoppers,25-12-2024,0.06565959717220221,0.24450990350431692,0.9135483870967742,874.611581920904
NY-CMP-16106,Social Media,Tier 2 City Customers,29,"Google, WhatsApp, Email",16360,1822,814,265,156880,1054.74,-0.44,English,17.73,Premium Shoppers,22-09-2024,0.11136919315403424,0.5788913282107574,3.9801509433962265,148.7380776305061
NY-CMP-16107,Influencer,Working Women,25,"WhatsApp, Instagram, YouTube",89679,10807,2356,1501,636424,126.61,2.35,Bengali,16.35,Tier 2 City Customers,15-10-2024,0.1205075881756041,0.011715554733043398,0.08435043304463691,5026.648763920702
NY-CMP-16108,Influencer,Premium Shoppers,28,"Facebook, Google",61271,6995,2615,1155,256410,93.26,1.38,Tamil,17.57,Youth,09-03-2025,0.11416493936772698,0.013332380271622589,0.08074458874458874,2749.4102509114305
NY-CMP-16109,Email,Youth,17,"YouTube, Google",71209,5545,3306,1381,472302,111.11,2.08,Tamil,14.37,Tier 2 City Customers,31-01-2025,0.07786937044474715,0.020037871956717763,0.08045619116582187,4250.760507605076
NY-CMP-16110,Social Media,Tier 2 City Customers,23,"Instagram, YouTube",33020,4668,1693,591,325641,136.51,3.04,Bengali,21.05,College Students,14-02-2025,0.14136886735311932,0.029243787489288773,0.2309813874788494,2385.4735916782656
NY-CMP-16111,Social Media,Premium Shoppers,27,"Google, Email",43726,2407,1437,453,284031,145.74,3.3,Bengali,9.83,Premium Shoppers,04-03-2025,0.05504734025522572,0.06054840049854591,0.3217218543046358,1948.888431453273
NY-CMP-16112,Email,Tier 2 City Customers,11,"Instagram, Google, Facebook",35725,2631,751,395,266230,246.3,1.74,Hindi,10.57,Tier 2 City Customers,06-10-2024,0.07364590622813157,0.09361459521094641,0.6235443037974684,1080.917580186764
NY-CMP-16113,Email,Working Women,22,"Facebook, Email",22659,3230,1790,1415,625430,100.17,3.41,Bengali,28.4,Tier 2 City Customers,10-07-2024,0.14254821483737146,0.031012383900928794,0.07079151943462898,6243.6857342517715
NY-CMP-16114,SEO,Working Women,10,"Instagram, Email",23310,886,485,174,49416,590.95,-0.52,Tamil,6.63,Working Women,14-05-2025,0.03800943800943801,0.6669864559819414,3.396264367816092,83.62128775700143
NY-CMP-16115,Influencer,College Students,15,"YouTube, Facebook",89065,9876,3125,1039,439497,133.63,2.17,Bengali,15.76,College Students,20-07-2024,0.11088530848256892,0.013530781692993115,0.128614051973051,3288.9096759709646
NY-CMP-16116,Email,Premium Shoppers,15,"Facebook, Google, Email",38995,3806,1060,444,334776,339.25,1.22,Hindi,13.62,College Students,29-10-2024,0.09760225669957687,0.08913557540725171,0.7640765765765766,986.8120854826824
NY-CMP-16117,Social Media,Tier 2 City Customers,12,"YouTube, WhatsApp",12154,459,244,163,64874,1795.97,-0.78,Hindi,7.13,College Students,22-11-2024,0.03776534474247161,3.912788671023965,11.018220858895706,36.121984220226395
NY-CMP-16118,Social Media,Youth,13,"WhatsApp, Email",15648,931,283,137,29592,2185.28,-0.9,Hindi,8.63,Youth,28-12-2024,0.05949642126789366,2.3472395273899034,15.95094890510949,13.541514130912285
NY-CMP-16119,Social Media,Youth,24,"WhatsApp, Email, YouTube",33678,4429,1705,1004,554208,284.47,0.94,English,21.19,Tier 2 City Customers,04-05-2025,0.13151018469030226,0.06422894558591105,0.2833366533864542,1948.2124652863217
NY-CMP-16120,Influencer,Youth,13,Instagram,60084,7444,2655,1668,1164264,169.16,3.13,English,19.58,Premium Shoppers,07-12-2024,0.12389321616403702,0.022724341751746372,0.10141486810551559,6882.6200047292505
NY-CMP-16121,Email,Working Women,22,"YouTube, Instagram",63630,3182,924,687,206100,228.01,0.32,English,7.53,Working Women,19-03-2025,0.05000785792865001,0.07165619107479572,0.3318922852983988,903.9077233454674
NY-CMP-16122,Email,Working Women,26,Google,70437,4253,1880,695,537235,309.62,1.5,English,9.69,College Students,01-08-2024,0.06038019790734983,0.07280037620503174,0.4454964028776979,1735.1430786124927
NY-CMP-16123,SEO,College Students,9,"Facebook, YouTube, Email",99893,8435,1817,1216,679744,84.28,5.63,Tamil,11.48,Working Women,09-10-2024,0.08444035117575806,0.009991701244813278,0.06930921052631579,8065.306122448979
NY-CMP-16124,SEO,Tier 2 City Customers,11,"Google, Email, YouTube",97176,3826,1104,658,312550,120.81,2.93,Tamil,5.75,Youth,26-05-2025,0.039371861364946074,0.031576058546785156,0.18360182370820669,2587.1202715007034
NY-CMP-16125,Social Media,Youth,7,YouTube,30566,1971,646,420,115500,134.0,1.05,Tamil,9.94,College Students,25-08-2024,0.06448341294248511,0.06798579401319127,0.319047619047619,861.9402985074627
NY-CMP-16126,Email,College Students,30,"WhatsApp, YouTube, Facebook",73532,9147,2767,1675,1110525,52.81,11.55,Bengali,18.48,Tier 2 City Customers,02-05-2025,0.12439482130229015,0.005773477642943042,0.03152835820895523,21028.687748532473
NY-CMP-16127,SEO,Tier 2 City Customers,21,"Google, Email",29591,1735,767,239,146507,621.77,-0.01,Hindi,9.26,Tier 2 City Customers,22-11-2024,0.05863269237268088,0.3583688760806916,2.601548117154812,235.62893031185166
NY-CMP-16128,Social Media,Tier 2 City Customers,12,Email,83824,7532,1670,989,636916,107.53,4.99,Tamil,12.16,College Students,05-06-2025,0.08985493414773812,0.014276420605416888,0.10872598584428717,5923.147028736166
NY-CMP-16129,Paid Ads,Youth,29,"Google, YouTube, Email",26051,3253,1426,573,380472,229.32,1.9,Hindi,20.16,Youth,28-10-2024,0.12487044643199877,0.0704949277589917,0.40020942408376964,1659.1313448456306
NY-CMP-16130,Email,Working Women,25,"Email, YouTube",52261,4687,2406,1418,429654,62.52,3.85,Bengali,16.29,Premium Shoppers,19-03-2025,0.08968446834159316,0.013339022829101772,0.044090267983074756,6872.264875239923
NY-CMP-16131,Influencer,Youth,18,Facebook,93740,6889,2462,1890,1288980,97.97,5.96,Hindi,11.99,Youth,29-12-2024,0.07349050565393642,0.014221222238350994,0.05183597883597883,13156.884760641013
NY-CMP-16132,Social Media,Working Women,15,YouTube,12791,487,196,153,122094,615.08,0.3,Bengali,6.54,Working Women,28-04-2025,0.0380736455320147,1.2629979466119097,4.020130718954249,198.50100799895947
NY-CMP-16133,SEO,Working Women,25,"YouTube, Facebook, Email",55733,5947,1579,568,187440,517.64,-0.36,English,14.52,Working Women,16-07-2024,0.10670518364344285,0.08704220615436355,0.9113380281690141,362.1049377946063
NY-CMP-16134,Influencer,Working Women,26,"Google, Facebook, YouTube",43886,1534,420,187,41514,370.66,-0.4,Tamil,4.88,Premium Shoppers,29-08-2024,0.034954199516930226,0.2416297262059974,1.9821390374331551,112.00021583121998
NY-CMP-16135,Email,Tier 2 City Customers,28,"WhatsApp, YouTube, Facebook",51068,7037,2885,1069,566570,128.09,3.14,Tamil,21.52,College Students,21-05-2025,0.13779666327249943,0.018202358959784,0.119822263797942,4423.218049808728
NY-CMP-16136,SEO,Youth,9,"WhatsApp, Instagram, Google",43355,2761,751,594,191268,450.27,-0.28,Bengali,9.47,Tier 2 City Customers,23-05-2025,0.06368354284396263,0.1630822165881927,0.758030303030303,424.78512892264644
NY-CMP-16137,Influencer,Youth,27,Instagram,14117,1347,377,176,107536,1703.49,-0.64,Tamil,13.46,Youth,15-12-2024,0.09541687327335836,1.2646547884187083,9.678920454545455,63.12687482755989
NY-CMP-16138,SEO,Premium Shoppers,17,"Facebook, Google",29031,2726,1635,1242,483138,183.84,1.12,Tamil,19.3,Youth,12-04-2025,0.09389962453928559,0.06743947175348496,0.1480193236714976,2628.0352480417755
NY-CMP-16139,Email,Premium Shoppers,24,Email,16542,1899,974,631,138189,140.44,0.56,Hindi,21.18,Tier 2 City Customers,12-02-2025,0.1147986942328618,0.07395471300684571,0.22256735340729,983.9718029051552
NY-CMP-16140,Social Media,Working Women,19,"Email, Google",42321,2079,907,372,98952,594.57,-0.55,Hindi,7.93,Youth,10-04-2025,0.049124548096689584,0.285988455988456,1.5983064516129033,166.4261567183006
NY-CMP-16141,Email,Working Women,12,Google,20209,1286,277,205,147395,600.36,0.2,Bengali,8.75,Premium Shoppers,22-11-2024,0.06363501410262755,0.4668429237947123,2.9285853658536585,245.51102671730294
NY-CMP-16142,Social Media,Working Women,6,"WhatsApp, Instagram, Facebook",98875,12835,7070,4067,2033500,34.7,13.41,Bengali,24.24,Premium Shoppers,26-03-2025,0.1298103666245259,0.0027035449941566034,0.008532087533808705,58602.30547550432
NY-CMP-16143,Influencer,Working Women,14,YouTube,52519,7693,4165,2115,975015,77.3,4.96,Tamil,26.61,Youth,13-05-2025,0.14648032140749062,0.010048095671389574,0.036548463356973995,12613.389391979303
NY-CMP-16144,Influencer,Premium Shoppers,10,Google,88104,7660,3300,2375,890625,48.1,6.8,Hindi,15.14,Working Women,27-11-2024,0.08694270407699992,0.0062793733681462145,0.02025263157894737,18516.112266112264
NY-CMP-16145,Influencer,Tier 2 City Customers,29,"Email, Google",13527,655,205,133,47880,645.78,-0.44,Tamil,7.34,College Students,11-03-2025,0.04842167516818215,0.9859236641221374,4.855488721804511,74.14289696181362
NY-CMP-16146,Influencer,Tier 2 City Customers,16,"YouTube, Email",83530,1950,890,490,369950,541.19,0.4,English,3.99,Premium Shoppers,28-04-2025,0.02334490602178858,0.27753333333333335,1.1044693877551022,683.5861712152848
NY-CMP-16147,Email,College Students,22,"Instagram, WhatsApp",48946,2890,931,465,306900,425.37,0.55,Hindi,8.76,College Students,31-12-2024,0.05904466146365382,0.14718685121107267,0.9147741935483871,721.489526764934
NY-CMP-16148,SEO,Working Women,14,"WhatsApp, Google",66189,5582,1942,659,449438,333.79,1.04,English,12.36,Premium Shoppers,05-12-2024,0.08433425493662089,0.05979756359727696,0.5065098634294386,1346.4693370082985
NY-CMP-16149,Email,College Students,23,"YouTube, Instagram, WhatsApp",21873,799,288,162,83430,924.28,-0.44,Tamil,5.71,Working Women,26-12-2024,0.03652905408494491,1.156795994993742,5.705432098765432,90.26485480590297
NY-CMP-16150,SEO,Tier 2 City Customers,9,WhatsApp,83049,3026,1667,626,179036,367.52,-0.22,English,6.4,College Students,04-03-2025,0.036436320726318194,0.1214540647719762,0.5870926517571885,487.1462777535917
